DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2004-0670-SVN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000d00p,,SVN,Slovenia,Southern Europe,Europe,"Kobarid, Bovec districts (Goriska Province)",,"Slide (land, mud, snow, rock)",No,No,No,,5.2,Richter,46.296,13.641,,2004,7,12,2004,7,12,1,5,600,,605,,,1000,1549,10000,15494,64.54132928,"[{""adm2_code"":25523,""adm2_name"":""Bovec""},{""adm2_code"":25528,""adm2_name"":""Kobarid""}]",2005-02-02,2023-09-25
2004-0671-BDI,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000cmxd,,BDI,Burundi,Sub-Saharan Africa,Africa,"Ruyaga village (Rugombo district, Cibitoke province)",,,No,No,No,,4.7,Richter,-3.393,29.558,,2004,2,24,2004,2,24,3,,,120,120,,,,,,,64.54132928,"[{""adm2_code"":40610,""adm2_name"":""Rugombo""}]",2005-02-03,2023-09-25
2004-0680-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000cu4k,,CHN,China,Eastern Asia,Asia,"Delingha area (Haixi Mongol and Tibetan district, Qinghai Sheng province)",,,No,No,No,,5.5,Richter,37.506,96.758,,2004,5,4,2004,5,4,,,,4199,4199,,,,,,,64.54132928,"[{""adm2_code"":13214,""adm2_name"":""Haixi Mongol and Tibetan""}]",2005-03-09,2023-09-25
2005-0016-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000dd01,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Agh Ghala area (Gorgan district, Golestan province)",,,No,No,No,,5.4,Richter,37.103,54.574,,2005,1,10,2005,1,10,,110,,,110,,,,,,,66.73105799,"[{""adm2_code"":40969,""adm2_name"":""Gorgan""}]",2014-03-07,2023-09-25
2005-0031-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000de4m,,IDN,Indonesia,South-eastern Asia,Asia,Kota Palu district (Sulawesi Tengah province),,,No,No,No,,6.3,Richter,-1.198,119.933,,2005,1,23,2005,1,23,1,4,680,,684,,,,,,,66.73105799,"[{""adm2_code"":73741,""adm2_name"":""Kota Palu""}]",2014-02-25,2023-09-25
2005-0070-TUR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000debc,,TUR,Türkiye,Western Asia,Asia,"Batman city (Merkez district, Batman province), Siirt city (Merkez district, Siirt province), Adana, Van, Hakkari provinces",,,No,No,No,,5.9,Richter,37.622,43.703,,2005,1,25,2005,1,25,2,22,400,,422,,,,,,,66.73105799,"[{""adm1_code"":3017,""adm1_name"":""Adana""},{""adm1_code"":3051,""adm1_name"":""Hakkari""},{""adm1_code"":3093,""adm1_name"":""Van""},{""adm2_code"":27607,""adm2_name"":""Merkez""},{""adm2_code"":28246,""adm2_name"":""Merkez""}]",2006-01-17,2023-09-25
2005-0092-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000dgpx,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Rooein Abad, Akbar, Asghar, Dehaafkan, Behabad, Sardkooyeh, Fathabad, Motaharabad, Eslam Abad, Arjomandieh, Baharestan villages (Zarand district, Kerman province)",,,No,No,No,1785,6.4,Richter,30.754,56.816,,2005,2,22,2005,2,22,612,1411,93355,,94766,,,,,80000,119884,66.73105799,"[{""adm2_code"":41141,""adm2_name"":""Zarand""}]",2005-07-28,2023-09-25
2005-0126-TUR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000dj5f,,TUR,Türkiye,Western Asia,Asia,Karliova district (Bingol province),,,No,No,No,,5.8,Richter,39.354,40.89,,2005,3,14,2005,3,14,,18,2250,,2268,,,,,,,66.73105799,"[{""adm2_code"":27622,""adm2_name"":""Karliova""}]",2005-05-03,2023-09-25
2005-0129-JPN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000djku,,JPN,Japan,Eastern Asia,Asia,Hukuoka province,,"Slide (land, mud, snow, rock)",No,No,No,,6.6,Richter,33.807,130.131,,2005,3,20,2005,3,20,1,735,2800,,3535,,,120000,179826,400000,599421,66.73105799,"[{""adm1_code"":1656,""adm1_name"":""Hukuoka""}]",2011-04-27,2023-09-25
2005-0132-ZAF,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000dhva,,ZAF,South Africa,Sub-Saharan Africa,Africa,"Klerksdorp, Stilfontein villages (Dr Kenneth Kaunda District Municipality district, North West province)",,,No,No,No,,5,Richter,-26.913,26.789,,2005,3,9,2005,3,9,2,58,,,58,,,10000,14986,20000,29971,66.73105799,"[{""adm2_code"":77350,""adm2_name"":""Dr Kenneth Kaunda District Municipality""}]",2005-04-04,2023-09-25
2005-0160-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,"Simeulue, Aceh Singkil districts (Nangroe Aceh Darussalam province) Nias, Nias Selatan districts (Sumatera Utara province)",,Tsunami/Tidal wave,Yes,No,No,3629,8.6,Richter,2.085,97.108,,2005,3,28,2005,3,28,915,1146,104167,,105313,,,,,,,66.73105799,"[{""adm2_code"":73627,""adm2_name"":""Aceh Singkil""},{""adm2_code"":73850,""adm2_name"":""Simeulue""},{""adm2_code"":73811,""adm2_name"":""Nias Selatan""},{""adm2_code"":73812,""adm2_name"":""Nias""}]",2006-03-17,2023-09-25
2005-0211-JPN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000dnsk,,JPN,Japan,Eastern Asia,Asia,"Hukuoka, Saga provinces",,"Slide (land, mud, snow, rock)",No,No,No,,5.5,Richter,33.637,130.179,,2005,4,19,2005,4,19,,58,837,,895,,,,,,,66.73105799,"[{""adm1_code"":1656,""adm1_name"":""Hukuoka""},{""adm1_code"":1683,""adm1_name"":""Saga""}]",2005-05-03,2023-09-25
2005-0240-SLV,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000dpwb,,SLV,El Salvador,Latin America and the Caribbean,Americas,"Apaneca district (Ahuachapan province), Juayua district (Sonsonate province)",,"Slide (land, mud, snow, rock)",No,No,No,,4.8,Richter,13.835,-89.759,,2005,5,5,2005,5,5,1,1,750,,751,,,,,,,66.73105799,"[{""adm2_code"":15567,""adm2_name"":""Apaneca""},{""adm2_code"":15794,""adm2_name"":""Juayua""}]",2005-06-06,2023-09-25
2005-0308-PNG,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,"Langila, Manam",PNG,Papua New Guinea,Melanesia,Oceania,"Aitavala, Masele, Kilenge, Ongaea, Potne, Sumel, Vem, Galegale, Tauale, Laut, Aimaga, Aipate, Gie villages (Gloucester district, West New Britain province)",,,No,No,No,,,,-4.08,145.037,,2005,6,2,2005,6,10,,,15000,,15000,,,,,,,66.73105799,"[{""adm2_code"":37554,""adm2_name"":""Gloucester""}]",2005-09-13,2023-09-25
2005-0321-CHL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000dsw1,,CHL,Chile,Latin America and the Caribbean,Americas,"Iquique, Alto Hospicio towns (Iquique district, Tarapaca province), Pozo Almonte, Pica, Camina, Huara, Colchane towns (Tamarugal district, Tarapaca province)",,"Slide (land, mud, snow, rock)",No,No,Yes,150,7.8,Richter,-19.987,-69.197,,2005,6,13,2005,6,13,11,182,27463,,27645,,,,,5000,7493,66.73105799,"[{""adm2_code"":91517,""adm2_name"":""Iquique""},{""adm2_code"":91518,""adm2_name"":""Tamarugal""}]",2007-02-22,2023-09-25
2005-0321-PER,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000dsw1,,PER,Peru,Latin America and the Caribbean,Americas,"Arequipa district (Arequipa province), Ilo, General Sanchez Cerro, Mariscal Nieto districts (Moquega province), Candarave, Jorge Basadre, Tacna, Tarata districts (Tacna province) ; Punta de Bombon (Islay district, Arequipa province)",,,No,No,No,,7.8,Richter,-19.987,-69.197,,2005,6,13,2005,6,13,,,,,,,,,,50,75,66.73105799,"[{""adm2_code"":24039,""adm2_name"":""Arequipa""},{""adm2_code"":24045,""adm2_name"":""Islay""},{""adm2_code"":24151,""adm2_name"":""General Sánchez Cerro""},{""adm2_code"":24152,""adm2_name"":""Ilo""},{""adm2_code"":24153,""adm2_name"":""Mariscal Nieto""},{""adm2_code"":24189,""adm2_name"":""Candarave""},{""adm2_code"":24190,""adm2_name"":""Jorge Basadre""},{""adm2_code"":24191,""adm2_name"":""Tacna""},{""adm2_code"":24192,""adm2_name"":""Tarata""}]",2014-02-19,2023-09-25
2005-0328-PNG,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000ds6y,,PNG,Papua New Guinea,Melanesia,Oceania,Lae district (Morobe province),,,No,No,No,,6.1,Richter,-6.319,146.846,,2005,6,4,2005,6,4,1,,,200,200,,,,,,,66.73105799,"[{""adm2_code"":37523,""adm2_name"":""Lae""}]",2005-06-24,2023-09-25
2005-0329-TUR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000dsbj,,TUR,Türkiye,Western Asia,Asia,Karliova district (Bingol province),,,No,No,No,,5.6,Richter,39.22,41.08,,2005,6,6,2005,6,6,,54,300,,354,,,,,,,66.73105799,"[{""adm2_code"":27622,""adm2_name"":""Karliova""}]",2006-01-17,2023-09-25
2005-0558-PER,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000e09h,,PER,Peru,Latin America and the Caribbean,Americas,"Moyobamba, Lamas districts (San Martin province)",,,No,No,No,,7.5,Richter,-5.678,-76.398,,2005,9,26,2005,9,26,5,59,2446,,2505,,,,,,,66.73105799,"[{""adm2_code"":24182,""adm2_name"":""Lamas""},{""adm2_code"":24184,""adm2_name"":""Moyobamba""}]",2014-02-27,2023-09-25
2005-0570-SLV,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Santa Ana (Ilamatepec),SLV,El Salvador,Latin America and the Caribbean,Americas,"Juayua, Nahuizalco districts (Sonsonate province), Santa Ana district (Santa Ana province), San Francisco Menendez, Ahuachapan districts (Ahuachapan province)",,,No,No,No,,,,13.852846,-89.63,,2005,10,1,2005,10,1,2,,2000,,2000,,,,,,,66.73105799,"[{""adm2_code"":15566,""adm2_name"":""Ahuachapan""},{""adm2_code"":15573,""adm2_name"":""San Francisco Menendez""},{""adm2_code"":15785,""adm2_name"":""Santa Ana""},{""adm2_code"":15794,""adm2_name"":""Juayua""},{""adm2_code"":15795,""adm2_name"":""Nahuizalco""}]",2014-07-28,2023-09-25
2005-0575-AFG,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000e12e,,AFG,Afghanistan,Southern Asia,Asia,Jalalabad district (Nangarhar province),,,No,No,No,,7.6,Richter,34.539,73.588,,2005,10,8,2005,10,8,1,,,,,,,,,50,75,66.73105799,"[{""adm2_code"":99913,""adm2_name"":""Jalalabad""}]",2014-03-26,2023-09-25
2005-0575-IND,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000e12e,,IND,India,Southern Asia,Asia,Administrative unit not available districts (Jammu and Kashmir province),,Fire,Yes,No,No,,7.6,Richter,34.539,73.588,,2005,10,8,2005,10,8,1309,6622,,150000,156622,,,,,1000000,1498553,66.73105799,"[{""adm2_code"":40410,""adm2_name"":""Administrative unit not available""},{""adm2_code"":40414,""adm2_name"":""Administrative unit not available""},{""adm2_code"":72802,""adm2_name"":""Administrative unit not available""},{""adm2_code"":72789,""adm2_name"":""Administrative unit not available""},{""adm2_code"":72810,""adm2_name"":""Administrative unit not available""}]",2014-03-26,2023-09-25
2005-0575-PAK,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000e12e,,PAK,Pakistan,Southern Asia,Asia,"Bisham Tehsil, Chakisar Tehsil areas (Shangla District district, North-West Frontier province), Palas Sub-Division area (Kohistan District district, North-West Frontier province), Abbottabad District, Mansehra District, Batagram District districts (North-West Frontier province), Gujranwala District, Gujrat District, Rawalpindi District districts (Punjab province), Islamabad District district (Islamabad province),",,,Yes,No,No,,7.6,Richter,34.539,73.588,,2005,10,8,2005,10,8,73338,128309,,5000000,5128309,5200000,7792473,,,5200000,7792473,66.73105799,"[{""adm2_code"":23638,""adm2_name"":""Islamabad District""},{""adm2_code"":40329,""adm2_name"":""Abbottabad District""},{""adm2_code"":40331,""adm2_name"":""Batagram District""},{""adm2_code"":40340,""adm2_name"":""Kohistan District""},{""adm2_code"":40344,""adm2_name"":""Mansehra District""},{""adm2_code"":40348,""adm2_name"":""Shangla District""},{""adm2_code"":23674,""adm2_name"":""Rawalpindi District""},{""adm2_code"":40360,""adm2_name"":""Gujranwala District""},{""adm2_code"":40361,""adm2_name"":""Gujrat District""}]",2014-03-11,2023-09-25
2005-0651-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000e4wu,,CHN,China,Eastern Asia,Asia,Jiujiang district (Jiangxi Sheng province),,,No,No,No,166,5.2,Richter,29.671,115.688,,2005,11,26,2005,11,26,16,8000,607500,,615500,,,,,,,66.73105799,"[{""adm2_code"":13160,""adm2_name"":""Jiujiang""}]",2008-05-08,2023-09-25
2005-0654-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000e501,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Ghurzin, Kosheh, Viranagh, Tourian, Tonban, Ramkan, Gharbdan, Karavan, Khaledin, Giahdan villages (Geshm district, Hormozgan province)",,,No,No,No,,5.9,Richter,26.774,55.858,,2005,11,27,2005,11,27,13,100,,,100,,,,,,,66.73105799,"[{""adm2_code"":40963,""adm2_name"":""Geshm""}]",2006-03-03,2023-09-25
2005-0664-VUT,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Ambae,VUT,Vanuatu,Melanesia,Oceania,Ambae island (Penama province),,,No,No,Yes,,,,-16.507,168.346,,2005,11,27,2005,11,27,,,5000,,5000,,,,,,,66.73105799,"[{""adm2_code"":31851,""adm2_name"":""Administrative unit not available""}]",2005-12-08,2023-09-25
2005-0671-COD,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000e5jx,,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,"Kalemie city (Tanganyka district, Katanga province)",,,No,No,No,,6.8,Richter,-6.224,29.83,,2005,12,5,2005,12,5,6,5,,1500,1505,,,,,,,66.73105799,"[{""adm2_code"":14986,""adm2_name"":""Tanganyka""}]",2005-12-15,2023-09-25
2005-0671-TZA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000e5jx,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Kigoma province,,,No,No,No,,6.8,Richter,-6.224,29.83,,2005,12,5,2005,12,5,2,,5000,,5000,,,,,,,66.73105799,"[{""adm1_code"":48362,""adm1_name"":""Kigoma""}]",2006-01-20,2023-09-25
2005-0686-AFG,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000e61s,,AFG,Afghanistan,Southern Asia,Asia,"Alishang district (Laghman province), Jalalabad district (Nangarhar province), Badakhsan province",,,No,No,No,,6.5,Richter,36.357,71.093,,2005,12,13,2005,12,13,5,1,500,,501,,,,,,,66.73105799,"[{""adm1_code"":272,""adm1_name"":""Badakhshan""},{""adm2_code"":3645,""adm2_name"":""Alishang""},{""adm2_code"":99913,""adm2_name"":""Jalalabad""}]",2014-02-28,2023-09-25
2005-0731-COL,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Galeras,COL,Colombia,Latin America and the Caribbean,Americas,"Consacra, Pasto, Sandona, Tangua, Yacuanquer districts (Nariño province)",,,No,No,Yes,,,,1.22,-77.37,,2005,11,24,2005,11,24,,,,,,,,,,,,66.73105799,"[{""adm2_code"":14069,""adm2_name"":""Consaca""},{""adm2_code"":14102,""adm2_name"":""Pasto""},{""adm2_code"":14115,""adm2_name"":""Sandona""},{""adm2_code"":14120,""adm2_name"":""Tangua""},{""adm2_code"":14124,""adm2_name"":""Yacuanquer""}]",2014-07-17,2023-09-25
2005-0738-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000dj38,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Saravan district (Sistan-o baluchestan province),,,No,No,No,,6,Richter,27.095,61.887,,2005,3,13,2005,3,13,,,21912,,21912,,,,,,,66.73105799,"[{""adm2_code"":41090,""adm2_name"":""Saravan""}]",2006-01-18,2023-09-25
2005-0740-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000dwrc,,CHN,China,Eastern Asia,Asia,"Huize area (Qujing district, Yunnan Sheng province)",,,No,No,No,,5.2,Richter,26.569,103.036,,2005,8,5,2005,8,5,,9,18500,,18509,,,,,,,66.73105799,"[{""adm2_code"":13304,""adm2_name"":""Qujing""}]",2006-01-20,2023-09-25
2005-0818-ETH,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Arteala,ETH,Ethiopia,Sub-Saharan Africa,Africa,Zone 4 district (Afar province),,,Yes,No,No,,,,12.623,40.46,,2005,9,,2005,10,,,,9000,,9000,,,,,,,66.73105799,"[{""adm2_code"":40790,""adm2_name"":""Zone 4""}]",2014-07-24,2023-09-25
2006-0007-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Sijeruk village (Banjarnegara district, Jawa Tengah province)",Heavy rains,,No,No,No,,,,-8.02,113.34,,2006,1,1,2006,1,4,156,13,,8300,8313,,,,,27000,39196,68.88375871,"[{""adm2_code"":18030,""adm2_name"":""Banjarnegara""}]",2007-02-15,2023-09-25
2006-0038-BRA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,BRA,Brazil,Latin America and the Caribbean,Americas,Rio de Janeiro district (Rio de Janeiro province),Brief torrential rain,,No,No,No,,9335,Km2,-22.56,-43.36,,2006,1,27,2006,1,30,12,,,,,,,,,,,68.88375871,"[{""adm2_code"":9961,""adm2_name"":""Rio De Janeiro""}]",2007-01-04,2023-09-25
2006-0039-BOL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Trinidad city (Cercado district, Beni province), San Borja, Rurrenabaque cities (General Jose Ballivi district, Beni province), Riberalta city (Vaca Diez district, Beni province), Viloma city (Quillacollo district, Cochabamba province), Tiraque district (Cochabamba province), La Paz city (Murillo district, La Paz province), Luribay city (Loayza district, La Paz province), Papel Pampa, San Pedro de Curahuara municipalities (Gualberto Villarroel district, La Paz province), Los Yungas (Sur Yungas, Nor Yungas, Caranavi districts, La Paz province), Jorochito, Tiquipaya, Pailas, El Espino cites (Andres Ibanez district, Santa Cruz province), Boyuibe city (Cordillera district, Santa Cruz province), Cuatro Canadas, San Julian municipalities (Nuflo de Chavez district, Santa Cruz province), Okinawa city (Warnes district, Santa Cruz province), Villa Montes municipality (Gran Chaco district, Tarija province), Chuquisaca, Pando, Potosi provinces",Heavy rains,"Slide (land, mud, snow, rock)",Yes,Yes,Yes,2932,955800,Km2,-16.03,-63.43,"Rio Grande, Guanay, Tipuani, Mapiri, Challana",2006,1,25,2006,4,17,25,21,126075,,126096,,,,,35000,50810,68.88375871,"[{""adm1_code"":648,""adm1_name"":""Pando""},{""adm1_code"":40444,""adm1_name"":""Chuquisaca""},{""adm1_code"":40448,""adm1_name"":""Potosi""},{""adm2_code"":6141,""adm2_name"":""Cercado""},{""adm2_code"":6142,""adm2_name"":""General Jose Ballivi""},{""adm2_code"":6147,""adm2_name"":""Vaca Diez""},{""adm2_code"":40476,""adm2_name"":""Quillacollo""},{""adm2_code"":40478,""adm2_name"":""Tiraque""},{""adm2_code"":6185,""adm2_name"":""Murillo""},{""adm2_code"":6190,""adm2_name"":""Sur Yungas""},{""adm2_code"":40480,""adm2_name"":""Caranavi""},{""adm2_code"":40482,""adm2_name"":""Gualberto Villarroel""},{""adm2_code"":40485,""adm2_name"":""Loayza""},{""adm2_code"":40487,""adm2_name"":""Nor Yungas""},{""adm2_code"":40499,""adm2_name"":""Sajama""},{""adm2_code"":40523,""adm2_name"":""Andres Ibañez""},{""adm2_code"":40525,""adm2_name"":""Cordillera""},{""adm2_code"":40531,""adm2_name"":""Ñuflo De Chavez""},{""adm2_code"":40535,""adm2_name"":""Warnes""},{""adm2_code"":40539,""adm2_name"":""Gran Chaco""}]",2007-02-15,2023-09-25
2006-0040-PHL,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,PHL,Philippines,South-eastern Asia,Asia,"Nueva Ecija, Aurora districts (Region III province), Kalinga, Abra districts (CAR province), Cagayan, Isabela districts (Region II province), Quezon district (Region IV-A province)",Tropical Depression Agaton,,No,No,No,,63470,Km2,17.02,121.82,"Tupingan, Pampanga, Cagayan",2006,1,26,2006,2,5,4,,256641,,256641,,,,,9600,13937,68.88375871,"[{""adm2_code"":24204,""adm2_name"":""Abra""},{""adm2_code"":24208,""adm2_name"":""Kalinga""},{""adm2_code"":24216,""adm2_name"":""Cagayan""},{""adm2_code"":24217,""adm2_name"":""Isabela""},{""adm2_code"":24222,""adm2_name"":""Nueva Ecija""},{""adm2_code"":24226,""adm2_name"":""Aurora""},{""adm2_code"":24234,""adm2_name"":""Quezon""}]",2007-01-04,2023-09-25
2006-0041-GUY,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,GUY,Guyana,Latin America and the Caribbean,Americas,"Barima Waini (region N°1), Pomeroon/supenaam (region N°2), Essequibo Islands/west Demerara (region N°3), Mahaica Berbice (region N°5), East Berbice/corentyne (region N°6) provinces",Heavy rains,,No,Yes,Yes,,24224,Km2,6.89,-58.66,"Mahaica, Pomeroon, Demerara, Mahiacony, Abary",2006,1,8,2006,2,14,,,35000,,35000,,,,,169000,245341,68.88375871,"[{""adm1_code"":1398,""adm1_name"":""Barima Waini (region N°1)""},{""adm1_code"":1401,""adm1_name"":""East Berbice/corentyne (region N°6)""},{""adm1_code"":1402,""adm1_name"":""Essequibo Islands/west Demerara (region N°3)""},{""adm1_code"":1403,""adm1_name"":""Mahaica Berbice (region N°5)""},{""adm1_code"":1404,""adm1_name"":""Pomeroon/supenaam (region N°2""}]",2007-01-04,2023-09-25
2006-0043-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Clare,AUS,Australia,Australia and New Zealand,Oceania,"Wyndham-East Kimberley, Ashburton, East Pilbara, Port Hedland, Roebourne, Upper Gascoyne districts (Western Australia province)",,Flood,No,No,No,,,Kph,-23.26,116.94,,2006,1,9,2006,1,31,,,1500,,1500,,,,,2354,3417,68.88375871,"[{""adm2_code"":5435,""adm2_name"":""Ashburton (S)""},{""adm2_code"":5478,""adm2_name"":""East Pilbara (S)""},{""adm2_code"":5536,""adm2_name"":""Port Hedland (T)""},{""adm2_code"":5540,""adm2_name"":""Roebourne (S)""},{""adm2_code"":5553,""adm2_name"":""Upper Gascoyne (S)""},{""adm2_code"":5569,""adm2_name"":""Wyndham-East Kimberley (S)""}]",2007-01-04,2023-09-25
2006-0061-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000e82j,,CHN,China,Eastern Asia,Asia,"Mojiang area (Pu'er district, Yunnan Sheng province)",,,No,No,No,,4.6,Richter,23.282,101.693,,2006,1,12,2006,1,12,,1,,68760,68761,,,,,6900,10017,68.88375871,"[{""adm2_code"":13310,""adm2_name"":""Pu'er""}]",2006-02-02,2023-09-25
2006-0065-IRQ,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IRQ,Iraq,Western Asia,Asia,"Erbil, Salah al-Din, Kirkuk, Diyala, Missan provinces","Heavy rains, melting ice",,No,No,No,,77640,Km2,34.21,45.49,Tigris,2006,2,4,2006,2,12,,,41890,,41890,,,,,1300,1887,68.88375871,"[{""adm1_code"":1569,""adm1_name"":""Erbil""},{""adm1_code"":1570,""adm1_name"":""Kirkuk""},{""adm1_code"":1575,""adm1_name"":""Diyala""},{""adm1_code"":1577,""adm1_name"":""Missan""},{""adm1_code"":1579,""adm1_name"":""Salah al-Din""}]",2007-01-04,2023-09-25
